"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Enterprise (Entry 3)","600/9144/7","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",30
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Enterprise (Entry 3)","600/9145/9","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",50
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Enterprise (Entry 3)","600/9146/0","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Independent Living (Entry 1)","600/9149/6","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Independent Living (Entry 3)","600/9151/4","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Leisure Activities (Entry 1)","600/9152/6","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Independent Living - Living in the Community (Entry 1)","600/9154/X","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",10
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Independent Living - Living in the Community (Entry 2)","600/9155/1","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",40
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Independent Living - Living in the Community (Entry 3)","600/9156/3","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",25
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Independent Living - Looking After Yourself and Your Home (Entry 1)","600/9157/5","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",10
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Independent Living - Looking After Yourself and Your Home (Entry 2)","600/9158/7","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Personal Care (Entry 1)","600/9160/5","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",10
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Childcare (Entry 3)","600/9172/1","Available to learners","Vocationally-Related Qualification","Entry Level","Health, Public Services and Care","No",60
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Childcare","600/9173/3","Available to learners","Vocationally-Related Qualification","Level 1","Health, Public Services and Care","No",155
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Personal and Social Skills (Entry 2)","600/9200/2","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",125
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Personal and Social Skills (Entry 3)","600/9201/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",140
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Personal and Social Skills (Entry 3)","600/9202/6","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",60
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Personal and Social Skills (Entry 3)","600/9203/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",35
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Information, Advice or Guidance","600/9204/X","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Information, Advice or Guidance","600/9205/1","Available to learners","Vocationally-Related Qualification","Level 3","Health, Public Services and Care","No",50
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Art and Design (Entry 3)","600/9206/3","Available to learners","Vocationally-Related Qualification","Entry Level","Arts, Media and Publishing","No",20
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Art and Design","600/9207/5","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",55
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Business and Administration (Entry 3)","600/9208/7","Available to learners","Vocationally-Related Qualification","Entry Level","Business, Administration and Law","No",75
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Business and Administration","600/9209/9","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",90
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for the Hair and Beauty Sector (Entry 3)","600/9210/5","Available to learners","Other Life Skills Qualification","Entry Level","Retail and Commercial Enterprise","No",55
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Health and Social Care (Adults and Children) (Entry 3)","600/9211/7","Available to learners","Vocationally-Related Qualification","Entry Level","Health, Public Services and Care","No",10
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Health and Social Care (Adults and Children)","600/9212/9","Available to learners","Vocationally-Related Qualification","Level 1","Health, Public Services and Care","No",210
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Hospitality and Catering (Entry 3)","600/9213/0","Available to learners","Vocationally-Related Qualification","Entry Level","Retail and Commercial Enterprise","No",100
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Hospitality and Catering","600/9214/2","Available to learners","Other Life Skills Qualification","Level 1","Retail and Commercial Enterprise","No",215
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for the Motor Vehicle Sector (Entry 3)","600/9215/4","Available to learners","Vocationally-Related Qualification","Entry Level","Engineering and Manufacturing Technologies","No",10
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for the Motor Vehicle Sector","600/9216/6","Available to learners","Vocationally-Related Qualification","Level 1","Engineering and Manufacturing Technologies","No",90
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Performing Arts (Entry 3)","600/9217/8","Available to learners","Vocationally-Related Qualification","Entry Level","Arts, Media and Publishing","No",25
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Performing Arts","600/9218/X","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",35
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Retail (Entry 3)","600/9219/1","Available to learners","Vocationally-Related Qualification","Entry Level","Retail and Commercial Enterprise","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Retail","600/9220/8","Available to learners","Vocationally-Related Qualification","Level 1","Retail and Commercial Enterprise","No",170
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Sport and Active Leisure (Entry 3)","600/9221/X","Available to learners","Vocationally-Related Qualification","Entry Level","Leisure, Travel and Tourism","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Sport and Active Leisure","600/9222/1","Available to learners","Vocationally-Related Qualification","Level 1","Leisure, Travel and Tourism","No",135
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for the Travel and Tourism Sector","600/9223/3","Available to learners","Vocationally-Related Qualification","Level 1","Leisure, Travel and Tourism","No",40
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for the Hair and Beauty Sector","600/9264/6","Available to learners","Vocationally-Related Qualification","Level 1","Retail and Commercial Enterprise","No",160
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Active Learners (Entry 1)","600/9265/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Independent Living (Entry 1)","600/9354/7","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Skills for Independent Living (Entry 1)","600/9355/9","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Skills for Independent Living (Entry 1)","600/9356/0","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Independent Living (Entry 2)","600/9358/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",110
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Skills for Independent Living (Entry 2)","600/9359/6","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Skills for Independent Living (Entry 2)","600/9360/2","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",30
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Independent Living (Entry 3)","600/9361/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",925
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Skills for Independent Living (Entry 3)","600/9362/6","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",60
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Skills for Independent Living (Entry 3)","600/9363/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",70
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Progression","600/9366/3","Available to learners","Other Vocational Qualification","Level 3","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Progression","600/9368/7","Available to learners","Other Vocational Qualification","Level 3","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Enterprise (Entry 1)","600/9442/4","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Enterprise (Entry 1)","600/9443/6","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",35
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Preparation for Employment (Entry 2)","600/9444/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",90
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Preparation for Further Learning and Training","600/9535/0","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Accessing Community Facilities (Entry 1)","600/9536/2","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Household Skills (Entry 3)","600/9539/8","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Household Skills (Entry 1)","600/9540/4","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Household Skills (Entry 2)","600/9541/6","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Personal Development (Entry 1)","600/9544/1","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Active Learners (Entry 2)","600/9556/8","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Active Learners (Entry 3)","600/9557/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Preparation for Employment (Entry 2)","600/9558/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",80
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Personal and Social Skills (Entry 2)","600/9562/3","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Preparation for Employment (Entry 2)","600/9563/5","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",60
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Enterprise (Entry 2)","600/9564/7","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Independent Living - Accessing Community Facilities (Entry 2)","600/9565/9","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",10
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Personal and Social Skills (Entry 2)","600/9579/9","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Personal and Social Skills (Entry 3)","600/9594/5","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Independent Living (Entry 2)","600/9604/4","No longer awarded","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Enterprise (Entry 2)","600/9610/X","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Personal and Social Skills (Entry 2)","600/9611/1","Available to learners","Other Life Skills Qualification","Entry Level","Preparation for Life and Work","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Skills for Construction","600/9620/2","Available to learners","Vocationally-Related Qualification","Level 1","Construction, Planning and the Built Environment","No",385
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In Skills for Construction","600/9621/4","Available to learners","Vocationally-Related Qualification","Level 1","Construction, Planning and the Built Environment","No",645
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Diploma In Skills for Construction","600/9622/6","Available to learners","Vocationally-Related Qualification","Level 1","Construction, Planning and the Built Environment","No",140
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Garden Design","600/9673/1","Available to learners","Vocationally-Related Qualification","Level 2","Agriculture, Horticulture and Animal Care","No",70
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Plants and Planting Design","600/9674/3","Available to learners","Vocationally-Related Qualification","Level 3","Agriculture, Horticulture and Animal Care","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Diploma In Garden Design","600/9675/5","Available to learners","Vocationally-Related Qualification","Level 3","Agriculture, Horticulture and Animal Care","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Principles and Practice of Garden Design","600/9676/7","Available to learners","Vocationally-Related Qualification","Level 3","Agriculture, Horticulture and Animal Care","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Garden Design","600/9677/9","Available to learners","Vocationally-Related Qualification","Level 3","Agriculture, Horticulture and Animal Care","No",5
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Online Basics (ITQ) (Entry 3)","600/9746/2","Available to learners","Other Life Skills Qualification","Entry Level","Information and Communication Technology","No",150
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Employment in the Fashion Industries","600/9764/4","Available to learners","Vocationally-Related Qualification","Level 3","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate In Employment in the Fashion Industries","600/9765/6","Available to learners","Vocationally-Related Qualification","Level 3","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Diploma In Employment in the Fashion Industries","600/9766/8","Available to learners","Vocationally-Related Qualification","Level 3","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Making it in Fashion","600/9767/X","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",70
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In IT User Skills (ITQ)","600/9770/X","Available to learners","Vocationally-Related Qualification","Level 1","Information and Communication Technology","No",190
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In IT User Skills (ITQ)","600/9771/1","Available to learners","Vocationally-Related Qualification","Level 1","Information and Communication Technology","No",510
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Diploma In IT User Skills (ITQ)","600/9772/3","Available to learners","Vocationally-Related Qualification","Level 1","Information and Communication Technology","No",120
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In IT User Skills (ITQ)","600/9775/9","Available to learners","Vocationally-Related Qualification","Level 2","Information and Communication Technology","No",75
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In IT User Skills (ITQ)","600/9777/2","Available to learners","Vocationally-Related Qualification","Level 2","Information and Communication Technology","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In IT User Skills (ITQ)","600/9778/4","Available to learners","Vocationally-Related Qualification","Level 3","Information and Communication Technology","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Retail","600/9791/7","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for the Fashion Industries","600/9796/6","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",20
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for the Fashion Industries","600/9797/8","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",25
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Extended Diploma in Employment in the Fashion Industries","600/9798/X","Available to learners","Vocationally-Related Qualification","Level 3","Arts, Media and Publishing","No",10
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Extended Certificate in Employment in the Fashion Industries","600/9827/2","Available to learners","Vocationally-Related Qualification","Level 3","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Engaging Job-Seekers in Supported Employment","600/9888/0","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Engaging Employers In Supported Employment","600/9889/2","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In In-Work Support and Career Development for Supported Employment","600/9890/9","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Job-Matching and Securing Supported Employment","600/9891/0","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Certificate For Supported Employment Practitioners","600/9892/2","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In The Core Values of Supported Employment","600/9893/4","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 3 Award In Working with Job-Seekers to Identify and Plan for Supported Employment","600/9894/6","Available to learners","Vocationally-Related Qualification","Level 3","Education and Training","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Personal Wellbeing","600/9921/5","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Personal Wellbeing","600/9922/7","Available to learners","Other Life Skills Qualification","Level 2","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In Skills for Construction (Entry 3)","600/9929/X","Available to learners","Vocationally-Related Qualification","Entry Level","Construction, Planning and the Built Environment","No",60
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Business and Administration","600/9933/1","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Business and Administration","600/9934/3","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",85
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Business and Administration","600/9935/5","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",45
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Health and Social Care (Adults and Children)","600/9937/9","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Health and Social Care (Adults and Children)","600/9938/0","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",65
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Health and Social Care (Adults and Children)","600/9939/2","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",45
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Childcare","600/9940/9","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Childcare","600/9941/0","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",60
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Childcare","600/9942/2","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",45
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Retail","600/9943/4","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Retail","600/9944/6","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Retail","600/9945/8","Available to learners","Vocationally-Related Qualification","Level 2","Retail and Commercial Enterprise","No",10
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for the Travel and Tourism Sector","600/9946/X","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for the Travel and Tourism Sector","600/9947/1","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for the Travel and Tourism Sector","600/9948/3","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Childcare","600/9955/0","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",15
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In IT User Skills (ITQ) (Entry 3)","600/9973/2","Available to learners","Vocationally-Related Qualification","Entry Level","Information and Communication Technology","No",55
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Award In IT User Skills (ITQ) (Entry 3)","600/9974/4","Available to learners","Vocationally-Related Qualification","Entry Level","Information and Communication Technology","No",165
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In Vocational Studies","601/0024/2","Available to learners","Other Vocational Qualification","Level 1","Preparation for Life and Work","No",125
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Extended Certificate in Vocational Studies","601/0025/4","Available to learners","Other Vocational Qualification","Level 1","Preparation for Life and Work","No",25
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Vocational Studies (Entry 3)","601/0026/6","Available to learners","Other Vocational Qualification","Entry Level","Preparation for Life and Work","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Diploma In Vocational Studies","601/0027/8","Available to learners","Other Vocational Qualification","Level 1","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In Personal Wellbeing","601/0028/X","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Award In Personal WellBeing","601/0029/1","Available to learners","Other Life Skills Qualification","Level 1","Preparation for Life and Work","No",180
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Extended Certificate in Vocational Studies (Entry 3)","601/0032/1","Available to learners","Other Vocational Qualification","Entry Level","Preparation for Life and Work","No",30
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Certificate In Making it in Fashion","601/0033/3","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",20
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Vocational Studies (Entry 3)","601/0034/5","Available to learners","Other Vocational Qualification","Entry Level","Preparation for Life and Work","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Health and Social Care (Adults and Children)","601/0189/1","Available to learners","Vocationally-Related Qualification","Level 2","Health, Public Services and Care","No",135
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Certificate In Skills for Construction (Entry 3)","601/0193/3","Available to learners","Vocationally-Related Qualification","Entry Level","Construction, Planning and the Built Environment","No",915
"Gateway Qualifications Limited","Gateway Qualifications Entry Level Diploma In Skills for Construction (Entry 3)","601/0194/5","Available to learners","Vocationally-Related Qualification","Entry Level","Construction, Planning and the Built Environment","No",50
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Extended Certificate in Making it in Fashion","601/0237/8","Available to learners","Vocationally-Related Qualification","Level 1","Arts, Media and Publishing","No",20
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for the Fashion Industries","601/0282/2","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Sport and Active Leisure","601/0308/5","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",10
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Business and Administration","601/0343/7","Available to learners","Vocationally-Related Qualification","Level 2","Business, Administration and Law","No",90
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for the Travel and Tourism Sector","601/0346/2","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for the Fashion Industries","601/0347/4","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 1 Extended Certificate in Skills for Office Professionals","601/0404/1","Available to learners","Vocationally-Related Qualification","Level 1","Business, Administration and Law","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Certificate In Skills for Performing Arts","601/0410/7","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Performing Arts","601/0437/5","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",15
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Diploma In Skills for Music and Music Technology","601/0439/9","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",20
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Award In Skills for Music and Music Technology","601/0440/5","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",5
"Gateway Qualifications Limited","Gateway Qualifications Level 2 Extended Certificate in Skills for Music and Music Technology","601/0441/7","Available to learners","Vocationally-Related Qualification","Level 2","Arts, Media and Publishing","No",0
